# id:20-20--20 
0.29,0.4,-0.21204690064859
-0.54,0.91,-0.10394866739079
-0.97,-1,1.7530719234324
0.17,-0.97,1.1435166825041
0.13,0.54,-0.45749320537661
-0.66,-0.77,1.2835274998478
-0.73,-0.41,1.0347118862243
0.23,-0.34,0.45792164998525
0.85,0.08,0.67201401671339
0.72,-0.64,1.2416427299568
-0.55,-0.23,0.4392827200544
-0.47,-0.36,0.61183839897825
0.42,0.09,0.51110913951908
0.75,0.59,-0.12949525006437
-0.52,-0.87,1.3498640360659
0.15,0.78,-0.87882713512382
0.54,0.61,-0.15218839190673
0.69,0.58,-0.20434877548196
0.62,-0.14,0.62608360039436
0.61,-0.26,0.91051910324242
-0.61,0.96,-0.92047418640961
-0.02,-0.33,0.20243698842379
-0.46,-0.8,1.121427206425
0.34,-0.62,0.83946559500012
0.29,0.05,0.088264703343889
-0.25,0.74,-0.39153310411971
0.83,0.28,0.56307943457453
-0.63,0.24,0.31496927554515
-0.63,-0.89,1.1921834965612
-0.17,-0.14,0.13283722062212
-0.75,0.98,-0.44932036865934
-0.37,0.79,-0.80105829663767
0.59,-0.69,1.0920401701115
0.36,0.2,0.093323967093999
0.17,-0.04,0.27236006716462
0.95,0.57,0.19201634227182
-0.08,-0.08,0.41261353801998
-0.76,0.47,0.22689808345066
0.13,0.58,-0.41034368962891
0.85,-0.59,1.5343402904515
-0.37,-0.4,0.2190517655268
-0.86,-0.55,0.97495578728096
0.88,-0.48,1.5371069251489
0.69,-0.76,1.3849265255326
-0.37,-0.48,0.54849811256265
0.1,-0.12,-0.1514645050112
-0.51,0.74,-0.37498165263491
-0.33,-0.93,1.1979474126279
-0.95,-0.98,1.8746083406125
0.28,0.23,-0.030653520205775
-0.01,0.22,-0.17631246424813
-0.2,0.91,-0.57212020871506
-0.86,0.04,0.41934676414779
0.37,0.28,-0.24120824879561
-0.38,0.22,-0.0092761902179142
0.7,0.25,0.19379721512985
0.82,0.84,-0.041781151577458
0.7,0.7,0.075565765816886
-0.64,0.39,-0.2015980385104
0.95,-0.01,0.98373888106793
0.91,0.05,0.87339627576581
0.88,-0.6,1.4967551277568
-0.22,-0.46,0.7708526552542
-0.52,-0.16,0.54318330977225
-0.43,0.76,-0.55835412177231
-0.94,0.56,0.054174387398075
-0.02,-0.13,-0.014244413234125
0.47,0.13,-0.041964724691468
0.91,-0.17,1.2046835338071
-0.6,-0.48,0.85916426657591
-0.95,-0.91,1.6719199030912
0.77,0.88,-0.60122501022944
0.94,0.46,0.14043710232705
0.58,-0.71,1.0278624673701
-0.15,0.53,-0.6936752758717
0.29,-0.25,0.38113639047737
-0.43,0.17,0.15335964708824
0.16,0.36,-0.38820911762945
0.72,0.64,-0.12323455913142
-0.81,-0.72,1.4012577613115
0.39,-0.74,1.0618755980252
0.84,-0.63,1.482984767163
0.13,0.3,-0.069558338371265
0.5,0.04,-0.090022538222814
-0.87,0.91,0.12960627805282
0.56,-0.81,0.86228990142194
-1,0.33,0.57227119145109
-0.93,0.95,-0.49299452324608
-0.21,0.66,-0.77337769068082
-0.76,0.64,-0.32900296527896
0.18,0.53,-0.9659377517797
-0.61,0.75,-0.44953988476817
-0.3,0.55,-0.67029674061359
0.11,-0.59,0.65822573368818
0.18,0.31,-0.28999307027868
-0.31,-0.43,0.54883759198948
0.57,-0.47,0.64356895550186
-0.06,-0.3,0.059669358320406
0.84,-0.56,1.5151696787085
0.74,0.97,0.063620577179065
-0.66,0.3,-0.20422580858264
-0.84,-0.65,1.7845081102929
-0.38,-0.77,0.97792665962743
-0.71,0.41,0.26818033995083
0.9,-0.47,1.5758251827635
0.05,0.07,-0.19320171581801
-0.94,0.44,0.37649518565909
-0.19,-0.24,0.15012290636866
-0.02,0.92,-0.82712991952918
0.17,-0.84,0.63532586945156
0.23,0.86,-0.50965928813617
-0.27,-0.21,0.33251597241566
-0.61,0.67,-0.11567495039069
0.5,-0.78,1.180639677685
-0.89,0.24,0.38904549612315
-0.81,-0.55,1.1984124639138
-0.47,-0.65,0.92254117358068
-0.19,0.16,0.080744374209581
-0.41,0.1,0.13265582979395
-0.43,-0.52,0.8614321461601
0.64,0.62,-0.63187988276197
0.55,0.7,-0.58017940518375
0.05,-0.64,0.61264174568148
-0.55,-0.97,1.0165069972441
-0.72,0.62,-0.48849189823095
-0.81,0.51,0.26183921495389
0.48,-0.08,0.61315563770903
-0.7,0.87,-0.16467117737328
-0.41,0.8,-0.52397679175068
-0.91,-0.3,1.0842555511533
0.04,-0.72,0.61128364237569
0.16,0.57,-0.55781727447951
-0.37,0.97,-0.76032277127104
-0.27,0.23,-0.24760194353827
0.07,0.3,-0.43196625303464
0.71,-0.3,0.65764598182307
